id,member_id,loan_amnt,term,grade,sub_grade,numeric_grade,purpose,addr_state,earliest_cr_line_with_correct_year,issue_date_with wrong year,date,term_int
68463921,73353666,30000, 36 months,B,B1,54,debt_consolidation,AZ,11/1/2011,7/15/2019,7/15/2011,36
68463942,73353688,4800, 36 months,C,C5,40,debt_consolidation,PA,11/1/2011,7/15/2019,7/15/2011,36
68463963,73353709,10000, 36 months,C,C4,41,debt_consolidation,GA,11/1/2011,7/15/2019,7/15/2011,36
68463967,73353713,6000, 36 months,B,B4,51,debt_consolidation,NY,11/1/2011,7/15/2019,7/15/2011,36
68463968,73353714,10000, 36 months,B,B3,52,debt_consolidation,MA,11/1/2011,7/15/2019,7/15/2011,36
68464034,73353782,11000, 36 months,D,D5,30,debt_consolidation,KY,11/1/2011,7/15/2019,7/15/2011,36
68464054,73353802,20000, 60 months,C,C4,41,debt_consolidation,CA,11/1/2011,7/15/2019,7/15/2011,60
68464081,73353829,8000, 36 months,D,D4,31,debt_consolidation,CA,11/1/2011,7/15/2019,7/15/2011,36
68464110,73353858,14400, 36 months,B,B4,51,debt_consolidation,MI,11/1/2011,7/15/2019,7/15/2011,36
68464137,73353885,18800, 36 months,C,C5,40,debt_consolidation,CA,11/1/2011,7/15/2019,7/15/2011,36
68464155,73353904,20000, 60 months,B,B3,52,debt_consolidation,FL,11/1/2011,7/15/2019,7/15/2011,60
68464175,73353924,7800, 36 months,A,A5,60,debt_consolidation,FL,11/1/2011,7/15/2019,7/15/2011,36
68464203,73353953,9600, 36 months,B,B2,53,debt_consolidation,CA,11/1/2011,7/15/2019,7/15/2011,36
68464216,73353967,2000, 36 months,C,C2,43,debt_consolidation,WA,11/1/2011,7/15/2019,7/15/2011,36
68464233,73353987,6400, 36 months,A,A5,60,debt_consolidation,WA,11/1/2011,7/15/2019,7/15/2011,36
68464237,73353991,28000, 36 months,G,G1,4,debt_consolidation,MN,11/1/2011,7/15/2019,7/15/2011,36
68464320,73354074,20000, 36 months,A,A4,61,debt_consolidation,AZ,11/1/2011,7/15/2019,7/15/2011,36
68464332,73354088,9025, 36 months,D,D2,33,debt_consolidation,NV,11/1/2011,7/15/2019,7/15/2011,36
68464358,73354114,4225, 36 months,A,A1,64,debt_consolidation,GA,11/1/2011,7/15/2019,7/15/2011,36
68464369,73354126,27650, 60 months,D,D2,33,debt_consolidation,FL,11/1/2011,7/15/2019,7/15/2011,60
68464380,73354138,18750, 60 months,D,D3,32,debt_consolidation,KY,11/1/2011,7/15/2019,7/15/2011,60
68464383,73354141,10000, 36 months,B,B2,53,debt_consolidation,MD,11/1/2011,6/15/2019,6/15/2011,36
68464389,73354147,4000, 36 months,C,C4,41,debt_consolidation,UT,11/1/2011,6/15/2019,6/15/2011,36
68464394,73354152,2525, 36 months,C,C3,42,debt_consolidation,PA,11/1/2011,6/15/2019,6/15/2011,36
68464424,73354182,6000, 36 months,C,C4,41,debt_consolidation,AL,11/1/2011,6/15/2019,6/15/2011,36
68464425,73354183,4000, 36 months,C,C5,40,debt_consolidation,OH,11/1/2011,6/15/2019,6/15/2011,36
68464428,73354186,16000, 60 months,A,A2,63,debt_consolidation,FL,11/1/2011,6/15/2019,6/15/2011,60
68464432,73354190,24000, 60 months,C,C5,40,debt_consolidation,VA,11/1/2011,6/15/2019,6/15/2011,60
68464434,73354192,9000, 36 months,B,B4,51,debt_consolidation,TX,11/1/2011,6/15/2019,6/15/2011,36
68464467,73354224,20000, 36 months,B,B5,50,debt_consolidation,CA,11/1/2011,6/15/2019,6/15/2011,36
68464471,73354228,7000, 36 months,D,D4,31,debt_consolidation,OH,11/1/2011,6/15/2019,6/15/2011,36
68464475,73354232,27600, 60 months,D,D1,34,debt_consolidation,WA,11/1/2011,6/15/2019,6/15/2011,60
68464494,73354251,12900, 60 months,C,C3,42,debt_consolidation,PA,11/1/2011,6/15/2019,6/15/2011,60
68464499,73354256,19200, 60 months,C,C1,44,debt_consolidation,PA,11/1/2011,5/15/2019,5/15/2011,60
68464520,73354278,6000, 36 months,C,C4,41,debt_consolidation,NJ,11/1/2011,5/15/2019,5/15/2011,36
68464526,73354284,20800, 60 months,A,A1,64,debt_consolidation,OH,11/1/2011,5/15/2019,5/15/2011,60
68464552,73354310,2400, 36 months,E,E5,10,debt_consolidation,AL,11/1/2011,5/15/2019,5/15/2011,36
68464558,73354316,24150, 60 months,C,C1,44,debt_consolidation,CA,11/1/2011,5/15/2019,5/15/2011,60
68464562,73354320,10000, 60 months,B,B3,52,debt_consolidation,OH,11/1/2011,5/15/2019,5/15/2011,60
68464567,73354325,4000, 36 months,C,C1,44,debt_consolidation,CA,11/1/2011,5/15/2019,5/15/2011,36
68464605,73354364,25000, 36 months,D,D5,30,debt_consolidation,FL,11/1/2011,5/15/2019,5/15/2011,36
68464623,73354384,20425, 60 months,C,C3,42,debt_consolidation,WA,11/1/2011,5/15/2019,5/15/2011,60
68464667,73354431,20000, 36 months,D,D2,33,debt_consolidation,NV,11/1/2011,5/15/2019,5/15/2011,36
68464679,73354443,30000, 36 months,A,A5,60,debt_consolidation,IN,11/1/2011,5/15/2019,5/15/2011,36
68464682,73354447,2400, 36 months,A,A2,63,debt_consolidation,MI,11/1/2011,5/15/2019,5/15/2011,36
68464690,73354455,24000, 36 months,D,D2,33,debt_consolidation,NY,11/1/2011,5/15/2019,5/15/2011,36
68464706,73354471,8000, 36 months,D,D5,30,debt_consolidation,CT,11/1/2011,5/15/2019,5/15/2011,36
68464740,73354506,16400, 36 months,D,D4,31,debt_consolidation,NY,11/1/2011,4/15/2019,4/15/2011,36
68464742,73354508,35000, 60 months,G,G3,2,debt_consolidation,IL,11/1/2011,4/15/2019,4/15/2011,60
68464745,73354511,16000, 36 months,D,D2,33,debt_consolidation,TX,11/1/2011,4/15/2019,4/15/2011,36
68464753,73354519,12675, 60 months,C,C2,43,debt_consolidation,CA,11/1/2011,4/15/2019,4/15/2011,60
68464801,73354568,28000, 36 months,B,B5,50,debt_consolidation,NM,11/1/2011,4/15/2019,4/15/2011,36
68464833,73354600,7200, 36 months,E,E3,22,debt_consolidation,CA,11/1/2011,4/15/2019,4/15/2011,36
68464880,73354648,13650, 36 months,E,E1,24,debt_consolidation,WI,11/1/2011,4/15/2019,4/15/2011,36
68464953,73354722,5000, 36 months,D,D1,34,debt_consolidation,TX,11/1/2011,4/15/2019,4/15/2011,36
68464958,73354728,7000, 36 months,D,D4,31,debt_consolidation,NY,11/1/2011,4/15/2019,4/15/2011,36
68464966,73354736,13500, 36 months,C,C2,43,debt_consolidation,TX,11/1/2011,4/15/2019,4/15/2011,36
68464988,73354760,24000, 36 months,C,C2,43,debt_consolidation,NV,11/1/2011,4/15/2019,4/15/2011,36
68465005,73354777,15000, 36 months,B,B4,51,debt_consolidation,VA,11/1/2011,4/15/2019,4/15/2011,36
68465006,73354778,3500, 36 months,A,A3,62,debt_consolidation,CA,11/1/2011,5/15/2019,5/15/2011,36
68465033,73354806,12000, 36 months,B,B1,54,debt_consolidation,IL,11/1/2011,4/15/2019,4/15/2011,36
68465042,73354815,6000, 36 months,E,E1,24,debt_consolidation,OH,11/1/2011,4/15/2019,4/15/2011,36
68465046,73354819,15000, 60 months,C,C1,44,debt_consolidation,MI,11/1/2011,4/15/2019,4/15/2011,60
68465050,73354823,11000, 36 months,D,D5,30,debt_consolidation,FL,11/1/2011,4/15/2019,4/15/2011,36
68465059,73354832,15000, 36 months,B,B2,53,debt_consolidation,NM,11/1/2011,4/15/2019,4/15/2011,36
68465068,73354842,5000, 36 months,B,B5,50,debt_consolidation,MN,11/1/2011,4/15/2019,4/15/2011,36
68465081,73354855,8675, 36 months,D,D5,30,debt_consolidation,NY,11/1/2011,4/15/2019,4/15/2011,36
68465124,73354900,13000, 36 months,A,A3,62,debt_consolidation,NH,11/1/2011,4/15/2019,4/15/2011,36
68465149,73354925,5000, 36 months,C,C1,44,debt_consolidation,NH,11/1/2011,4/15/2019,4/15/2011,36
68465173,73354952,35000, 60 months,D,D5,30,debt_consolidation,VA,11/1/2011,4/15/2019,4/15/2011,60
68465175,73354954,12000, 36 months,C,C3,42,debt_consolidation,TX,11/1/2011,4/15/2019,4/15/2011,36
68465182,73354961,8450, 36 months,B,B2,53,debt_consolidation,RI,11/1/2011,4/15/2019,4/15/2011,36
68465212,73354991,10000, 36 months,C,C4,41,debt_consolidation,NH,11/1/2011,3/15/2019,3/15/2011,36
68465227,73355006,8000, 36 months,C,C4,41,debt_consolidation,IN,11/1/2011,3/15/2019,3/15/2011,36
68465228,73355007,1500, 36 months,C,C1,44,debt_consolidation,LA,11/1/2011,4/15/2019,4/15/2011,36
68465247,73355028,28025, 36 months,C,C2,43,debt_consolidation,NJ,11/1/2011,4/15/2019,4/15/2011,36
68465272,73355055,14000, 60 months,A,A4,61,debt_consolidation,CA,11/1/2011,3/15/2019,3/15/2011,60
68465316,73355101,23100, 60 months,B,B3,52,debt_consolidation,NC,11/1/2011,3/15/2019,3/15/2011,60
68465346,73355131,2000, 36 months,C,C5,40,debt_consolidation,MT,11/1/2011,3/15/2019,3/15/2011,36
68465434,73355222,10500, 36 months,C,C3,42,debt_consolidation,FL,11/1/2011,3/15/2019,3/15/2011,36
68465452,73355240,16100, 60 months,E,E3,22,debt_consolidation,CO,11/1/2011,4/15/2019,4/15/2011,60
68465467,73355255,35000, 36 months,C,C1,44,debt_consolidation,AZ,11/1/2011,3/15/2019,3/15/2011,36
68465472,73355260,7000, 36 months,C,C3,42,debt_consolidation,CA,11/1/2011,3/15/2019,3/15/2011,36
68465485,73355273,28000, 60 months,A,A4,61,debt_consolidation,CA,11/1/2011,3/15/2019,3/15/2011,60
68465507,73355295,30000, 36 months,F,F1,14,debt_consolidation,NV,11/1/2011,3/15/2019,3/15/2011,36
68465543,73355332,1000, 36 months,C,C1,44,debt_consolidation,CA,11/1/2011,2/15/2019,2/15/2011,36
68465577,73355366,15000, 36 months,A,A5,60,debt_consolidation,OH,11/1/2011,2/15/2019,2/15/2011,36
68465593,73355382,4550, 36 months,A,A5,60,debt_consolidation,IL,11/1/2011,3/15/2019,3/15/2011,36
68465636,73355426,26575, 60 months,C,C1,44,debt_consolidation,TN,11/1/2011,2/15/2019,2/15/2011,60
68465654,73355445,12000, 60 months,D,D3,32,debt_consolidation,WI,11/1/2011,2/15/2019,2/15/2011,60
68465671,73355462,12500, 36 months,B,B2,53,debt_consolidation,TX,11/1/2011,2/15/2019,2/15/2011,36
68465680,73355471,15000, 36 months,E,E5,10,debt_consolidation,MO,11/1/2011,2/15/2019,2/15/2011,36
68465750,73355546,25000, 36 months,B,B5,50,debt_consolidation,MI,11/1/2011,2/15/2019,2/15/2011,36
68465780,73355576,5250, 36 months,D,D1,34,debt_consolidation,NY,11/1/2011,2/15/2019,2/15/2011,36
68465849,73355647,14400, 36 months,D,D2,33,debt_consolidation,MN,11/1/2011,2/15/2019,2/15/2011,36
68465879,73355678,8000, 36 months,E,E1,24,debt_consolidation,MD,11/1/2011,2/15/2019,2/15/2011,36
68466005,73355808,8600, 36 months,D,D1,34,debt_consolidation,PA,11/1/2011,2/15/2019,2/15/2011,36
68466053,73355857,6000, 36 months,B,B1,54,debt_consolidation,IL,11/1/2011,1/15/2019,1/15/2011,36
68466066,73355870,20200, 60 months,B,B4,51,debt_consolidation,CA,11/1/2011,1/15/2019,1/15/2011,60
68466067,73355871,13200, 60 months,C,C1,44,debt_consolidation,VA,11/1/2011,1/15/2019,1/15/2011,60
68466084,73355888,28500, 36 months,C,C2,43,debt_consolidation,CA,11/1/2011,1/15/2019,1/15/2011,36
68466122,73355929,25000, 36 months,D,D5,30,debt_consolidation,TX,11/1/2011,1/15/2019,1/15/2011,36
68466126,73355933,15300, 60 months,B,B3,52,debt_consolidation,MI,11/1/2011,1/15/2019,1/15/2011,60
68466135,73355942,6000, 36 months,B,B3,52,debt_consolidation,VA,11/1/2011,1/15/2019,1/15/2011,36
68466144,73355951,5000, 36 months,C,C1,44,debt_consolidation,NJ,11/1/2011,1/15/2019,1/15/2011,36
68466172,73355981,15000, 60 months,C,C4,41,debt_consolidation,MI,11/1/2011,1/15/2019,1/15/2011,60
68466189,73355999,35000, 36 months,C,C4,41,debt_consolidation,OH,11/1/2011,1/15/2019,1/15/2011,36
68466270,73356083,21700, 60 months,A,A5,60,debt_consolidation,IL,11/1/2011,1/15/2019,1/15/2011,60
68466281,73356095,10000, 36 months,C,C1,44,debt_consolidation,MD,11/1/2011,1/15/2019,1/15/2011,36
68466298,73356113,35000, 60 months,D,D2,33,debt_consolidation,IL,11/1/2011,1/15/2019,1/15/2011,60
68466335,73356153,10000, 36 months,A,A5,60,debt_consolidation,CA,11/1/2011,1/15/2019,1/15/2011,36
68466390,73356209,5000, 36 months,A,A4,61,debt_consolidation,MN,11/1/2011,1/15/2019,1/15/2011,36
68466410,73356229,30425, 60 months,D,D4,31,debt_consolidation,LA,11/1/2011,1/15/2019,1/15/2011,60
68466416,73356235,3000, 36 months,B,B4,51,debt_consolidation,TN,11/1/2011,1/15/2019,1/15/2011,36
68466436,73356255,35000, 60 months,A,A5,60,debt_consolidation,VA,11/1/2011,1/15/2019,1/15/2011,60
68466462,73356282,2000, 36 months,F,F2,13,debt_consolidation,NJ,11/1/2011,1/15/2019,1/15/2011,36
68466464,73356284,30000, 60 months,C,C2,43,debt_consolidation,UT,11/1/2011,1/15/2019,1/15/2011,60
68466525,73356346,15000, 36 months,C,C1,44,debt_consolidation,LA,11/1/2011,1/15/2019,1/15/2011,36
68466575,73356400,20000, 60 months,B,B4,51,debt_consolidation,GA,11/1/2011,1/15/2019,1/15/2011,60
68466641,73356468,28000, 36 months,E,E3,22,debt_consolidation,FL,11/1/2011,1/15/2019,1/15/2011,36
68466644,73356472,8000, 36 months,A,A2,63,debt_consolidation,NJ,11/1/2011,1/15/2019,1/15/2011,36
68466671,73356500,14950, 60 months,C,C3,42,debt_consolidation,NY,11/1/2011,7/13/2019,7/13/2011,60
68466830,73356665,35000, 36 months,C,C2,43,debt_consolidation,MD,11/1/2011,1/12/2019,1/12/2011,36
68466856,73356692,15000, 60 months,B,B4,51,debt_consolidation,CO,11/1/2011,10/11/2019,10/11/2011,60
68466869,73356706,4575, 36 months,B,B3,52,debt_consolidation,WI,11/1/2011,7/11/2019,7/11/2011,36
68466916,73356753,25000, 36 months,D,D2,33,debt_consolidation,AZ,11/1/2011,7/11/2019,7/11/2011,36
68466922,73356759,17925, 60 months,D,D1,34,debt_consolidation,PA,11/1/2011,4/11/2019,4/11/2011,60
68466924,73356761,21875, 36 months,D,D1,34,debt_consolidation,TX,11/1/2011,10/13/2019,10/13/2011,36
68466926,73356763,10000, 36 months,A,A1,64,debt_consolidation,NY,11/1/2011,4/13/2019,4/13/2011,36
68466961,73356799,28000, 36 months,C,C2,43,debt_consolidation,FL,11/1/2011,2/13/2019,2/13/2011,36
68466995,73356835,10000, 36 months,E,E2,23,debt_consolidation,CT,11/1/2011,8/12/2019,8/12/2011,36
68473136,73362848,8000, 36 months,E,E3,22,debt_consolidation,MO,11/1/2011,8/12/2019,8/12/2011,36
68473154,73362866,10000, 36 months,C,C1,44,debt_consolidation,OH,11/1/2011,7/13/2019,7/13/2011,36
68473158,73362870,10000, 36 months,D,D5,30,debt_consolidation,CA,11/1/2011,1/11/2019,1/11/2011,36
68473217,73362931,9400, 36 months,B,B2,53,debt_consolidation,CA,11/1/2011,7/13/2019,7/13/2011,36
68473228,73362942,21000, 60 months,C,C1,44,debt_consolidation,TX,11/1/2011,2/12/2019,2/12/2011,60
68473257,73362971,24000, 60 months,D,D4,31,debt_consolidation,GA,11/1/2011,10/12/2019,10/12/2011,60
68473259,73362973,2000, 36 months,F,F5,10,debt_consolidation,AZ,11/1/2011,6/13/2019,6/13/2011,36
68473264,73362978,2400, 36 months,C,C2,43,debt_consolidation,IL,11/1/2011,8/13/2019,8/13/2011,36
68473269,73362984,23450, 36 months,C,C5,40,debt_consolidation,NY,11/1/2011,8/13/2019,8/13/2011,36
68473290,73363006,35000, 36 months,C,C2,43,debt_consolidation,CA,11/1/2011,6/12/2019,6/12/2011,36
68473310,73363026,10000, 36 months,B,B3,52,debt_consolidation,CA,11/1/2011,10/13/2019,10/13/2011,36
68473320,73363036,30000, 36 months,B,B4,51,debt_consolidation,CA,11/1/2011,11/13/2019,11/13/2011,36
68473338,73363055,15000, 60 months,A,A5,60,debt_consolidation,NY,11/1/2011,4/10/2019,4/10/2011,60
68473358,73363076,21000, 60 months,B,B3,52,debt_consolidation,MA,11/1/2011,8/12/2019,8/12/2011,60
68473364,73363082,15000, 36 months,D,D4,31,debt_consolidation,LA,11/1/2011,9/12/2019,9/12/2011,36
68473373,73363091,15000, 36 months,C,C3,42,debt_consolidation,AK,11/1/2011,2/13/2019,2/13/2011,36
68473374,73363092,19200, 36 months,C,C1,44,debt_consolidation,CA,11/1/2011,10/13/2019,10/13/2011,36
68473397,73363115,33600, 60 months,E,E4,21,debt_consolidation,NY,11/1/2011,5/13/2019,5/13/2011,60
68473405,73363123,20000, 36 months,D,D5,30,debt_consolidation,CA,11/1/2011,7/13/2019,7/13/2011,36
68473415,73363134,8000, 36 months,B,B3,52,debt_consolidation,AZ,11/1/2011,11/13/2019,11/13/2011,36
68473443,73363163,4200, 36 months,B,B2,53,debt_consolidation,TN,11/1/2011,12/13/2019,12/13/2011,36
68473507,73363230,12000, 36 months,C,C5,40,debt_consolidation,FL,11/1/2011,12/10/2019,12/10/2011,36
68473508,73363232,2950, 36 months,B,B1,54,debt_consolidation,FL,11/1/2011,8/12/2019,8/12/2011,36
68473524,73363250,16300, 36 months,D,D4,31,debt_consolidation,IL,11/1/2011,9/13/2019,9/13/2011,36
68473565,73363293,16000, 36 months,B,B3,52,debt_consolidation,FL,11/1/2011,11/11/2019,11/11/2011,36
68473576,73363304,8000, 36 months,C,C2,43,debt_consolidation,NY,11/1/2011,8/13/2019,8/13/2011,36
68473592,73363321,33000, 60 months,C,C1,44,debt_consolidation,CA,11/1/2011,12/12/2019,12/12/2011,60
68473608,73363338,28800, 60 months,A,A3,62,debt_consolidation,CA,11/1/2011,2/13/2019,2/13/2011,60
68473620,73363352,12000, 60 months,B,B4,51,debt_consolidation,NM,11/1/2011,9/13/2019,9/13/2011,60
68473646,73363378,14000, 60 months,A,A5,60,debt_consolidation,TX,11/1/2011,5/13/2019,5/13/2011,60
68473667,73363399,18000, 36 months,C,C3,42,debt_consolidation,FL,11/1/2011,4/13/2019,4/13/2011,36
68473763,73363499,21000, 60 months,D,D2,33,debt_consolidation,MA,11/1/2011,9/10/2019,9/10/2011,60
68473768,73363504,10000, 60 months,D,D1,34,debt_consolidation,CA,11/1/2011,6/13/2019,6/13/2011,60
68473813,73363550,5000, 36 months,C,C3,42,debt_consolidation,VA,11/1/2011,2/10/2019,2/10/2011,36
68473816,73363553,35000, 60 months,A,A5,60,debt_consolidation,MN,11/1/2011,10/10/2019,10/10/2011,60
68473844,73363582,18000, 60 months,C,C4,41,debt_consolidation,TX,11/1/2011,11/12/2019,11/12/2011,60
68473859,73363597,32000, 60 months,B,B4,51,debt_consolidation,TX,11/1/2011,10/13/2019,10/13/2011,60
68473915,73363654,20000, 60 months,B,B2,53,debt_consolidation,CA,11/1/2011,11/12/2019,11/12/2011,60
68473932,73363671,19600, 60 months,E,E3,22,debt_consolidation,TX,11/1/2011,11/12/2019,11/12/2011,60
68474021,73363766,26850, 60 months,D,D3,32,debt_consolidation,PA,11/1/2011,11/12/2019,11/12/2011,60
68474040,73363785,6525, 36 months,A,A3,62,debt_consolidation,FL,11/1/2011,5/13/2019,5/13/2011,36
68474068,73363814,8000, 36 months,B,B4,51,debt_consolidation,NJ,11/1/2011,9/10/2019,9/10/2011,36
68474132,73363879,10000, 36 months,B,B3,52,debt_consolidation,NM,11/1/2011,6/10/2019,6/10/2011,36
68474147,73363894,5000, 36 months,D,D1,34,debt_consolidation,NC,11/1/2011,12/12/2019,12/12/2011,36
68474157,73363904,35000, 60 months,B,B2,53,debt_consolidation,KY,11/1/2011,6/13/2019,6/13/2011,60
68474182,73363929,4000, 36 months,C,C2,43,debt_consolidation,NY,11/1/2011,9/13/2019,9/13/2011,36
68474189,73363936,17600, 36 months,B,B4,51,debt_consolidation,TX,11/1/2011,6/13/2019,6/13/2011,36
68474196,73363944,30000, 36 months,C,C4,41,debt_consolidation,NY,11/1/2011,8/13/2019,8/13/2011,36
68474275,73364029,25000, 60 months,E,E4,21,debt_consolidation,NV,11/1/2011,10/13/2019,10/13/2011,60
68474286,73364041,30000, 60 months,D,D2,33,debt_consolidation,TX,11/1/2011,10/12/2019,10/12/2011,60
68474302,73364057,20000, 36 months,B,B4,51,debt_consolidation,TX,11/1/2011,3/13/2019,3/13/2011,36
68474312,73364068,5000, 36 months,D,D1,34,debt_consolidation,MN,11/1/2011,8/12/2019,8/12/2011,36
68474341,73364098,35000, 60 months,C,C1,44,home_improvement,NY,11/1/2011,7/13/2019,7/13/2011,60
68474349,73364106,16000, 36 months,A,A2,63,home_improvement,KS,11/1/2011,9/12/2019,9/12/2011,36
68474351,73364108,35000, 36 months,B,B5,50,home_improvement,PA,11/1/2011,11/13/2019,11/13/2011,36
68474362,73364119,4200, 36 months,D,D3,32,home_improvement,NC,11/1/2011,5/13/2019,5/13/2011,36
68474367,73364124,26000, 36 months,B,B2,53,home_improvement,NJ,11/1/2011,7/10/2019,7/10/2011,36
68474385,73364142,6000, 36 months,B,B4,51,home_improvement,NV,11/1/2011,7/13/2019,7/13/2011,36
68474388,73364146,25000, 36 months,A,A1,64,home_improvement,VA,11/1/2011,7/13/2019,7/13/2011,36
68474402,73364161,2075, 36 months,C,C1,44,home_improvement,CO,11/1/2011,6/13/2019,6/13/2011,36
68474419,73364181,12000, 36 months,D,D1,34,home_improvement,PA,11/1/2011,11/14/2019,11/14/2011,36
68474424,73364186,35000, 36 months,C,C1,44,home_improvement,MA,11/1/2011,10/14/2019,10/14/2011,36
68474478,73364240,3000, 36 months,B,B4,51,home_improvement,GA,11/1/2011,10/14/2019,10/14/2011,36
68474517,73364280,8400, 36 months,C,C1,44,home_improvement,CT,11/1/2011,10/14/2019,10/14/2011,36
68474563,73364328,7525, 36 months,C,C2,43,home_improvement,OR,11/1/2011,7/14/2019,7/14/2011,36
68474579,73364345,4800, 36 months,C,C1,44,home_improvement,MO,11/1/2011,4/14/2019,4/14/2011,36
68474594,73364362,24000, 60 months,B,B3,52,home_improvement,NJ,11/1/2011,4/14/2019,4/14/2011,60
68474602,73364370,16000, 36 months,D,D2,33,home_improvement,CA,11/1/2011,1/14/2019,1/14/2011,36
68474611,73364379,3500, 36 months,C,C5,40,home_improvement,FL,11/1/2011,12/15/2019,12/15/2011,36
68474624,73364392,12000, 36 months,C,C4,41,home_improvement,OK,11/1/2011,12/15/2019,12/15/2011,36
68474647,73364416,25000, 36 months,C,C5,40,home_improvement,GA,11/1/2011,10/15/2019,10/15/2011,36
68474654,73364423,10000, 36 months,A,A4,61,home_improvement,VT,11/1/2011,9/15/2019,9/15/2011,36
68474681,73364451,15000, 36 months,A,A1,64,home_improvement,CA,11/1/2011,9/15/2019,9/15/2011,36
68474685,73364455,15000, 36 months,D,D1,34,home_improvement,MI,11/1/2011,9/15/2019,9/15/2011,36
68474689,73364459,20000, 36 months,C,C4,41,home_improvement,OH,11/1/2011,9/15/2019,9/15/2011,36
68474728,73364498,20000, 36 months,A,A3,62,home_improvement,OH,11/1/2011,8/15/2019,8/15/2011,36
68474729,73364499,14000, 36 months,D,D3,32,home_improvement,FL,11/1/2011,7/15/2019,7/15/2011,36
68474776,73364547,18000, 36 months,E,E3,22,home_improvement,MD,11/1/2011,7/15/2019,7/15/2011,36
68474789,73364561,16000, 36 months,B,B2,53,home_improvement,FL,11/1/2011,7/15/2019,7/15/2011,36
68474813,73364585,35000, 36 months,E,E4,21,home_improvement,NJ,11/1/2011,6/15/2019,6/15/2011,36
68474821,73364593,19000, 60 months,C,C3,42,home_improvement,VA,11/1/2011,5/15/2019,5/15/2011,60
68474834,73364606,10000, 36 months,E,E2,23,home_improvement,NY,11/1/2011,5/15/2019,5/15/2011,36
68474843,73364615,20000, 36 months,A,A2,63,home_improvement,IL,11/1/2011,5/15/2019,5/15/2011,36
68474850,73364622,10000, 36 months,D,D3,32,home_improvement,OK,11/1/2011,5/15/2019,5/15/2011,36
68474862,73364635,10800, 36 months,A,A4,61,home_improvement,IL,11/1/2011,4/15/2019,4/15/2011,36
68474871,73364646,18000, 36 months,C,C3,42,home_improvement,IL,11/1/2011,5/15/2019,5/15/2011,36
68474889,73364666,12675, 60 months,E,E3,22,home_improvement,CA,11/1/2011,4/15/2019,4/15/2011,60
68474895,73364672,20000, 60 months,B,B2,53,home_improvement,KS,11/1/2011,2/15/2019,2/15/2011,60
68474900,73364677,12000, 36 months,C,C1,44,home_improvement,MD,11/1/2011,1/15/2019,1/15/2011,36
68474905,73364682,14150, 60 months,B,B1,54,home_improvement,AZ,11/1/2011,2/15/2019,2/15/2011,60
68474937,73364714,10900, 36 months,B,B5,50,home_improvement,IN,11/1/2011,1/15/2019,1/15/2011,36
68475014,73364795,12000, 36 months,B,B5,50,home_improvement,FL,11/1/2011,1/15/2019,1/15/2011,36
68475027,73364808,4800, 36 months,E,E4,21,home_improvement,TX,11/1/2011,1/15/2019,1/15/2011,36
68475034,73364815,10000, 36 months,C,C5,40,home_improvement,IL,11/1/2011,1/15/2019,1/15/2011,36
68475082,73364865,25300, 36 months,D,D1,34,home_improvement,IL,11/1/2011,4/12/2019,4/12/2011,36
68475095,73364878,6000, 36 months,B,B1,54,home_improvement,AL,11/1/2011,8/11/2019,8/11/2011,36
68475111,73364894,15200, 36 months,C,C2,43,home_improvement,TX,11/1/2011,3/13/2019,3/13/2011,36
68475130,73364914,28000, 60 months,B,B3,52,house,NV,11/1/2011,12/13/2019,12/13/2011,60
68475140,73364924,10000, 36 months,D,D2,33,house,IL,11/1/2011,12/14/2019,12/14/2011,36
68475158,73364942,6000, 36 months,G,G2,3,house,FL,11/1/2011,9/14/2019,9/14/2011,36
68475184,73364970,4250, 36 months,B,B1,54,major_purchase,PA,11/1/2011,7/11/2019,7/11/2011,36
68475190,73364976,20000, 60 months,B,B4,51,major_purchase,WI,11/1/2011,1/13/2019,1/13/2011,60
68475193,73364979,5000, 36 months,C,C1,44,major_purchase,GA,11/1/2011,12/13/2019,12/13/2011,36
68475199,73364986,10000, 36 months,C,C5,40,major_purchase,MI,11/1/2011,8/13/2019,8/13/2011,36
68475207,73364994,20000, 60 months,C,C1,44,major_purchase,CA,11/1/2011,1/13/2019,1/13/2011,60
68475219,73365006,14400, 36 months,B,B5,50,major_purchase,MN,11/1/2011,11/14/2019,11/14/2011,36
68475247,73365038,5000, 36 months,B,B5,50,major_purchase,IL,11/1/2011,11/14/2019,11/14/2011,36
68475294,73365086,18000, 60 months,B,B5,50,major_purchase,CA,11/1/2011,10/14/2019,10/14/2011,60
68475335,73365127,16000, 36 months,C,C3,42,major_purchase,PA,11/1/2011,10/14/2019,10/14/2011,36
68475354,73365146,21000, 36 months,A,A4,61,major_purchase,NY,11/1/2011,7/14/2019,7/14/2011,36
68475360,73365152,20000, 60 months,C,C2,43,major_purchase,NY,11/1/2011,7/14/2019,7/14/2011,60
68475384,73365177,16225, 60 months,C,C3,42,major_purchase,KY,11/1/2011,7/14/2019,7/14/2011,60
68475401,73365196,10000, 36 months,C,C5,40,major_purchase,CA,11/1/2011,6/14/2019,6/14/2011,36
68475450,73365245,35000, 60 months,E,E3,22,major_purchase,CA,11/1/2011,5/14/2019,5/14/2011,60
68475477,73365273,9050, 36 months,F,F1,14,major_purchase,TX,11/1/2011,1/14/2019,1/14/2011,36
